"Statistic Label","Year","Persons Engaged","UNIT","VALUE"
"Stock changes - Factored goods","2015","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2015","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2015","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2015","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2016","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2016","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2016","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2016","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2017","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2017","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2017","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2017","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2018","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2018","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2018","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2018","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2019","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2019","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2019","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2019","250 and over","Euro Thousand",""
"Stock changes - Total","2008","0 - 9","Euro Thousand",""
"Stock changes - Total","2008","10 - 49","Euro Thousand",""
"Stock changes - Total","2008","50 - 249","Euro Thousand",""
"Stock changes - Total","2008","250 and over","Euro Thousand",""
"Stock changes - Total","2009","0 - 9","Euro Thousand",""
"Stock changes - Total","2009","10 - 49","Euro Thousand",""
"Stock changes - Total","2009","50 - 249","Euro Thousand",""
"Stock changes - Total","2009","250 and over","Euro Thousand",""
"Stock changes - Total","2010","0 - 9","Euro Thousand",""
"Stock changes - Total","2010","10 - 49","Euro Thousand",""
"Stock changes - Total","2010","50 - 249","Euro Thousand",""
"Stock changes - Total","2010","250 and over","Euro Thousand",""
"Stock changes - Total","2011","0 - 9","Euro Thousand",""
"Stock changes - Total","2011","10 - 49","Euro Thousand",""
"Stock changes - Total","2011","50 - 249","Euro Thousand",""
"Stock changes - Total","2011","250 and over","Euro Thousand",""
"Stock changes - Total","2012","0 - 9","Euro Thousand",""
"Stock changes - Total","2012","10 - 49","Euro Thousand",""
"Stock changes - Total","2012","50 - 249","Euro Thousand",""
"Stock changes - Total","2012","250 and over","Euro Thousand",""
"Stock changes - Total","2013","0 - 9","Euro Thousand",""
"Stock changes - Total","2013","10 - 49","Euro Thousand",""
"Stock changes - Total","2013","50 - 249","Euro Thousand",""
"Stock changes - Total","2013","250 and over","Euro Thousand",""
"Stock changes - Total","2014","0 - 9","Euro Thousand",""
"Stock changes - Total","2014","10 - 49","Euro Thousand",""
"Stock changes - Total","2014","50 - 249","Euro Thousand",""
"Stock changes - Total","2014","250 and over","Euro Thousand",""
"Stock changes - Total","2015","0 - 9","Euro Thousand",""
"Stock changes - Total","2015","10 - 49","Euro Thousand",""
"Stock changes - Total","2015","50 - 249","Euro Thousand",""
"Stock changes - Total","2015","250 and over","Euro Thousand",""
"Stock changes - Total","2016","0 - 9","Euro Thousand",""
"Stock changes - Total","2016","10 - 49","Euro Thousand",""
"Stock changes - Total","2016","50 - 249","Euro Thousand",""
"Stock changes - Total","2016","250 and over","Euro Thousand",""
"Stock changes - Total","2017","0 - 9","Euro Thousand",""
"Stock changes - Total","2017","10 - 49","Euro Thousand",""
"Stock changes - Total","2017","50 - 249","Euro Thousand",""
"Stock changes - Total","2017","250 and over","Euro Thousand",""
"Stock changes - Total","2018","0 - 9","Euro Thousand",""
"Stock changes - Total","2018","10 - 49","Euro Thousand",""
"Stock changes - Total","2018","50 - 249","Euro Thousand",""
"Stock changes - Total","2018","250 and over","Euro Thousand",""
"Stock changes - Total","2019","0 - 9","Euro Thousand",""
"Stock changes - Total","2019","10 - 49","Euro Thousand",""
"Stock changes - Total","2019","50 - 249","Euro Thousand",""
"Stock changes - Total","2019","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2008","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2008","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2008","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2008","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2009","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2009","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2009","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2009","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2010","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2010","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2010","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2010","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2011","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2011","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2011","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2011","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2012","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2012","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2012","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2012","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2013","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2013","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2013","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2013","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2014","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2014","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2014","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2014","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2015","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2015","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2015","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2015","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2016","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2016","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2016","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2016","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2017","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2017","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2017","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2017","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2018","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2018","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2018","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2018","250 and over","Euro Thousand",""
"Capital assets - Acquisitions","2019","0 - 9","Euro Thousand",""
"Capital assets - Acquisitions","2019","10 - 49","Euro Thousand",""
"Capital assets - Acquisitions","2019","50 - 249","Euro Thousand",""
"Capital assets - Acquisitions","2019","250 and over","Euro Thousand",""
"Capital assets - Sales","2008","0 - 9","Euro Thousand",""
"Capital assets - Sales","2008","10 - 49","Euro Thousand",""
"Capital assets - Sales","2008","50 - 249","Euro Thousand",""
"Capital assets - Sales","2008","250 and over","Euro Thousand",""
"Capital assets - Sales","2009","0 - 9","Euro Thousand",""
"Capital assets - Sales","2009","10 - 49","Euro Thousand",""
"Capital assets - Sales","2009","50 - 249","Euro Thousand",""
"Capital assets - Sales","2009","250 and over","Euro Thousand",""
"Capital assets - Sales","2010","0 - 9","Euro Thousand",""
"Capital assets - Sales","2010","10 - 49","Euro Thousand",""
"Capital assets - Sales","2010","50 - 249","Euro Thousand",""
"Capital assets - Sales","2010","250 and over","Euro Thousand",""
"Capital assets - Sales","2011","0 - 9","Euro Thousand",""
"Capital assets - Sales","2011","10 - 49","Euro Thousand",""
"Capital assets - Sales","2011","50 - 249","Euro Thousand",""
"Capital assets - Sales","2011","250 and over","Euro Thousand",""
"Capital assets - Sales","2012","0 - 9","Euro Thousand",""
"Capital assets - Sales","2012","10 - 49","Euro Thousand",""
"Capital assets - Sales","2012","50 - 249","Euro Thousand",""
"Capital assets - Sales","2012","250 and over","Euro Thousand",""
"Capital assets - Sales","2013","0 - 9","Euro Thousand",""
"Capital assets - Sales","2013","10 - 49","Euro Thousand",""
"Capital assets - Sales","2013","50 - 249","Euro Thousand",""
"Capital assets - Sales","2013","250 and over","Euro Thousand",""
"Capital assets - Sales","2014","0 - 9","Euro Thousand",""
"Capital assets - Sales","2014","10 - 49","Euro Thousand",""
"Capital assets - Sales","2014","50 - 249","Euro Thousand",""
"Capital assets - Sales","2014","250 and over","Euro Thousand",""
"Capital assets - Sales","2015","0 - 9","Euro Thousand",""
"Capital assets - Sales","2015","10 - 49","Euro Thousand",""
"Capital assets - Sales","2015","50 - 249","Euro Thousand",""
"Capital assets - Sales","2015","250 and over","Euro Thousand",""
"Capital assets - Sales","2016","0 - 9","Euro Thousand",""
"Capital assets - Sales","2016","10 - 49","Euro Thousand",""
"Capital assets - Sales","2016","50 - 249","Euro Thousand",""
"Capital assets - Sales","2016","250 and over","Euro Thousand",""
"Capital assets - Sales","2017","0 - 9","Euro Thousand",""
"Capital assets - Sales","2017","10 - 49","Euro Thousand",""
"Capital assets - Sales","2017","50 - 249","Euro Thousand",""
"Capital assets - Sales","2017","250 and over","Euro Thousand",""
"Capital assets - Sales","2018","0 - 9","Euro Thousand",""
"Capital assets - Sales","2018","10 - 49","Euro Thousand",""
"Capital assets - Sales","2018","50 - 249","Euro Thousand",""
"Capital assets - Sales","2018","250 and over","Euro Thousand",""
"Capital assets - Sales","2019","0 - 9","Euro Thousand",""
"Capital assets - Sales","2019","10 - 49","Euro Thousand",""
"Capital assets - Sales","2019","50 - 249","Euro Thousand",""
"Capital assets - Sales","2019","250 and over","Euro Thousand",""
"Production value","2008","0 - 9","Euro Thousand","19122338"
"Production value","2008","10 - 49","Euro Thousand","6961585"
"Production value","2008","50 - 249","Euro Thousand","5374260"
"Production value","2008","250 and over","Euro Thousand","4161035"
"Production value","2009","0 - 9","Euro Thousand","10855045"
"Production value","2009","10 - 49","Euro Thousand","3977818"
"Production value","2009","50 - 249","Euro Thousand","2865067"
"Production value","2009","250 and over","Euro Thousand","2257770"
"Production value","2010","0 - 9","Euro Thousand","9072456"
"Production value","2010","10 - 49","Euro Thousand","2299024"
"Production value","2010","50 - 249","Euro Thousand","1256749"
"Production value","2010","250 and over","Euro Thousand","1420883"
"Production value","2011","0 - 9","Euro Thousand","9530916"
"Production value","2011","10 - 49","Euro Thousand","2129535"
"Production value","2011","50 - 249","Euro Thousand","1101834"
"Production value","2011","250 and over","Euro Thousand","770006"
"Production value","2012","0 - 9","Euro Thousand","5014155"
"Production value","2012","10 - 49","Euro Thousand","1584980"
"Production value","2012","50 - 249","Euro Thousand","860703"
"Production value","2012","250 and over","Euro Thousand","443616"
"Production value","2013","0 - 9","Euro Thousand","7088958"
"Production value","2013","10 - 49","Euro Thousand","1604014"
"Production value","2013","50 - 249","Euro Thousand","690749"
"Production value","2013","250 and over","Euro Thousand","374038"
"Production value","2014","0 - 9","Euro Thousand","9502362"
"Production value","2014","10 - 49","Euro Thousand","2460813"
"Production value","2014","50 - 249","Euro Thousand","1027597"
"Production value","2014","250 and over","Euro Thousand","1111884"
"Production value","2015","0 - 9","Euro Thousand","9786745"
"Production value","2015","10 - 49","Euro Thousand","3135975"
"Production value","2015","50 - 249","Euro Thousand","1108837"
"Production value","2015","250 and over","Euro Thousand","1571901"
"Production value","2016","0 - 9","Euro Thousand","11900823"
"Production value","2016","10 - 49","Euro Thousand","3999756"
"Production value","2016","50 - 249","Euro Thousand","1999699"
"Production value","2016","250 and over","Euro Thousand","2064379"
"Production value","2017","0 - 9","Euro Thousand","14894859"
"Production value","2017","10 - 49","Euro Thousand","5602916"
"Production value","2017","50 - 249","Euro Thousand","2659276"
"Production value","2017","250 and over","Euro Thousand","2430865"
"Production value","2018","0 - 9","Euro Thousand","16291899"
"Production value","2018","10 - 49","Euro Thousand","6360304"
"Production value","2018","50 - 249","Euro Thousand","3340854"
"Production value","2018","250 and over","Euro Thousand","3646706"
"Production value","2019","0 - 9","Euro Thousand","18186444"
"Production value","2019","10 - 49","Euro Thousand","6908040"
"Production value","2019","50 - 249","Euro Thousand","4058331"
"Production value","2019","250 and over","Euro Thousand","4420641"
"Intermediate consumption","2008","0 - 9","Euro Thousand","13366471"
"Intermediate consumption","2008","10 - 49","Euro Thousand","4630393"
"Intermediate consumption","2008","50 - 249","Euro Thousand","3612456"
"Intermediate consumption","2008","250 and over","Euro Thousand","3014460"
"Intermediate consumption","2009","0 - 9","Euro Thousand","9474278"
"Intermediate consumption","2009","10 - 49","Euro Thousand","3081949"
"Intermediate consumption","2009","50 - 249","Euro Thousand","1662942"
"Intermediate consumption","2009","250 and over","Euro Thousand","1641170"
"Intermediate consumption","2010","0 - 9","Euro Thousand","8447253"
"Intermediate consumption","2010","10 - 49","Euro Thousand","1847288"
"Intermediate consumption","2010","50 - 249","Euro Thousand","896896"
"Intermediate consumption","2010","250 and over","Euro Thousand","1027780"
"Intermediate consumption","2011","0 - 9","Euro Thousand","8541821"
"Intermediate consumption","2011","10 - 49","Euro Thousand","1735817"
"Intermediate consumption","2011","50 - 249","Euro Thousand","699164"
"Intermediate consumption","2011","250 and over","Euro Thousand","685501"
"Intermediate consumption","2012","0 - 9","Euro Thousand","3196537"
"Intermediate consumption","2012","10 - 49","Euro Thousand","750922"
"Intermediate consumption","2012","50 - 249","Euro Thousand","468894"
"Intermediate consumption","2012","250 and over","Euro Thousand","235805"
"Intermediate consumption","2013","0 - 9","Euro Thousand","3927050"
"Intermediate consumption","2013","10 - 49","Euro Thousand","982647"
"Intermediate consumption","2013","50 - 249","Euro Thousand","421453"
"Intermediate consumption","2013","250 and over","Euro Thousand","212472"
"Intermediate consumption","2014","0 - 9","Euro Thousand","5720627"
"Intermediate consumption","2014","10 - 49","Euro Thousand","1477542"
"Intermediate consumption","2014","50 - 249","Euro Thousand","651379"
"Intermediate consumption","2014","250 and over","Euro Thousand","633335"
"Intermediate consumption","2015","0 - 9","Euro Thousand","5773040"
"Intermediate consumption","2015","10 - 49","Euro Thousand","2216118"
"Intermediate consumption","2015","50 - 249","Euro Thousand","639303"
"Intermediate consumption","2015","250 and over","Euro Thousand","1049110"
"Intermediate consumption","2016","0 - 9","Euro Thousand","7718709"
"Intermediate consumption","2016","10 - 49","Euro Thousand","2584864"
"Intermediate consumption","2016","50 - 249","Euro Thousand","1300700"
"Intermediate consumption","2016","250 and over","Euro Thousand","1400357"
"Intermediate consumption","2017","0 - 9","Euro Thousand","9433649"
"Intermediate consumption","2017","10 - 49","Euro Thousand","3424368"
"Intermediate consumption","2017","50 - 249","Euro Thousand","1709213"
"Intermediate consumption","2017","250 and over","Euro Thousand","1603631"
"Intermediate consumption","2018","0 - 9","Euro Thousand","10471375"
"Intermediate consumption","2018","10 - 49","Euro Thousand","3881663"
"Intermediate consumption","2018","50 - 249","Euro Thousand","2160423"
"Intermediate consumption","2018","250 and over","Euro Thousand","2403573"
"Intermediate consumption","2019","0 - 9","Euro Thousand","12152475"
"Intermediate consumption","2019","10 - 49","Euro Thousand","4626662"
"Intermediate consumption","2019","50 - 249","Euro Thousand","2619875"
"Intermediate consumption","2019","250 and over","Euro Thousand","2960984"
"Gross value added at basic prices","2008","0 - 9","Euro Thousand","5755867"
"Gross value added at basic prices","2008","10 - 49","Euro Thousand","2331192"
"Gross value added at basic prices","2008","50 - 249","Euro Thousand","1761804"
"Gross value added at basic prices","2008","250 and over","Euro Thousand","1146574"
"Gross value added at basic prices","2009","0 - 9","Euro Thousand","1380768"
"Gross value added at basic prices","2009","10 - 49","Euro Thousand","895869"
"Gross value added at basic prices","2009","50 - 249","Euro Thousand","1202125"
"Gross value added at basic prices","2009","250 and over","Euro Thousand","616601"
"Gross value added at basic prices","2010","0 - 9","Euro Thousand","625203"
"Gross value added at basic prices","2010","10 - 49","Euro Thousand","451736"
"Gross value added at basic prices","2010","50 - 249","Euro Thousand","359853"
"Gross value added at basic prices","2010","250 and over","Euro Thousand","393103"
"Gross value added at basic prices","2011","0 - 9","Euro Thousand","989096"
"Gross value added at basic prices","2011","10 - 49","Euro Thousand","393718"
"Gross value added at basic prices","2011","50 - 249","Euro Thousand","402670"
"Gross value added at basic prices","2011","250 and over","Euro Thousand","84506"
"Gross value added at basic prices","2012","0 - 9","Euro Thousand","1817618"
"Gross value added at basic prices","2012","10 - 49","Euro Thousand","834058"
"Gross value added at basic prices","2012","50 - 249","Euro Thousand","391809"
"Gross value added at basic prices","2012","250 and over","Euro Thousand","207811"
"Gross value added at basic prices","2013","0 - 9","Euro Thousand","3161908"
"Gross value added at basic prices","2013","10 - 49","Euro Thousand","621367"
"Gross value added at basic prices","2013","50 - 249","Euro Thousand","269296"
"Gross value added at basic prices","2013","250 and over","Euro Thousand","161566"
"Gross value added at basic prices","2014","0 - 9","Euro Thousand","3781735"
"Gross value added at basic prices","2014","10 - 49","Euro Thousand","983272"
"Gross value added at basic prices","2014","50 - 249","Euro Thousand","376218"
"Gross value added at basic prices","2014","250 and over","Euro Thousand","478549"
"Gross value added at basic prices","2015","0 - 9","Euro Thousand","3906358"
"Gross value added at basic prices","2015","10 - 49","Euro Thousand","919857"
"Gross value added at basic prices","2015","50 - 249","Euro Thousand","469534"
"Gross value added at basic prices","2015","250 and over","Euro Thousand","522791"
"Gross value added at basic prices","2016","0 - 9","Euro Thousand","4182114"
"Gross value added at basic prices","2016","10 - 49","Euro Thousand","1414892"
"Gross value added at basic prices","2016","50 - 249","Euro Thousand","698999"
"Gross value added at basic prices","2016","250 and over","Euro Thousand","664022"
"Gross value added at basic prices","2017","0 - 9","Euro Thousand","5426128"
"Gross value added at basic prices","2017","10 - 49","Euro Thousand","2156795"
"Gross value added at basic prices","2017","50 - 249","Euro Thousand","899384"
"Gross value added at basic prices","2017","250 and over","Euro Thousand","812686"
"Gross value added at basic prices","2018","0 - 9","Euro Thousand","5820523"
"Gross value added at basic prices","2018","10 - 49","Euro Thousand","2478641"
"Gross value added at basic prices","2018","50 - 249","Euro Thousand","1180431"
"Gross value added at basic prices","2018","250 and over","Euro Thousand","1243133"
"Gross value added at basic prices","2019","0 - 9","Euro Thousand","6033969"
"Gross value added at basic prices","2019","10 - 49","Euro Thousand","2281378"
"Gross value added at basic prices","2019","50 - 249","Euro Thousand","1438456"
"Gross value added at basic prices","2019","250 and over","Euro Thousand","1459657"
"Gross value added at factor cost","2008","0 - 9","Euro Thousand","5722687.00735613"
"Gross value added at factor cost","2008","10 - 49","Euro Thousand","2321669.39223159"
"Gross value added at factor cost","2008","50 - 249","Euro Thousand","1755533.89443827"
"Gross value added at factor cost","2008","250 and over","Euro Thousand","1144803.90922478"
"Gross value added at factor cost","2009","0 - 9","Euro Thousand","1362400.83148221"
"Gross value added at factor cost","2009","10 - 49","Euro Thousand","889338.721427129"
"Gross value added at factor cost","2009","50 - 249","Euro Thousand","1200085.78523871"
"Gross value added at factor cost","2009","250 and over","Euro Thousand","615625.857519112"
"Gross value added at factor cost","2010","0 - 9","Euro Thousand","606164.628530167"
"Gross value added at factor cost","2010","10 - 49","Euro Thousand","447640.837503309"
"Gross value added at factor cost","2010","50 - 249","Euro Thousand","357901.563516552"
"Gross value added at factor cost","2010","250 and over","Euro Thousand","392213.091874782"
"Gross value added at factor cost","2011","0 - 9","Euro Thousand","970666.220686225"
"Gross value added at factor cost","2011","10 - 49","Euro Thousand","388903.237189041"
"Gross value added at factor cost","2011","50 - 249","Euro Thousand","401359.702418436"
"Gross value added at factor cost","2011","250 and over","Euro Thousand","83745.1770476931"
"Gross value added at factor cost","2012","0 - 9","Euro Thousand","1803187.4688915"
"Gross value added at factor cost","2012","10 - 49","Euro Thousand","830771.815445909"
"Gross value added at factor cost","2012","50 - 249","Euro Thousand","390763.563511312"
"Gross value added at factor cost","2012","250 and over","Euro Thousand","207496.758789627"
"Gross value added at factor cost","2013","0 - 9","Euro Thousand","3139974.05620119"
"Gross value added at factor cost","2013","10 - 49","Euro Thousand","615660.25112789"
"Gross value added at factor cost","2013","50 - 249","Euro Thousand","267514.560062508"
"Gross value added at factor cost","2013","250 and over","Euro Thousand","160442.776722305"
"Gross value added at factor cost","2014","0 - 9","Euro Thousand","3767917.12317492"
"Gross value added at factor cost","2014","10 - 49","Euro Thousand","979542.616887013"
"Gross value added at factor cost","2014","50 - 249","Euro Thousand","374807.742132198"
"Gross value added at factor cost","2014","250 and over","Euro Thousand","477164.054711273"
"Gross value added at factor cost","2015","0 - 9","Euro Thousand","3892195.10601463"
"Gross value added at factor cost","2015","10 - 49","Euro Thousand","914959.538457403"
"Gross value added at factor cost","2015","50 - 249","Euro Thousand","468195.627886692"
"Gross value added at factor cost","2015","250 and over","Euro Thousand","521941.005476815"
"Gross value added at factor cost","2016","0 - 9","Euro Thousand","4161474.37653759"
"Gross value added at factor cost","2016","10 - 49","Euro Thousand","1406935.71688009"
"Gross value added at factor cost","2016","50 - 249","Euro Thousand","691227.065672972"
"Gross value added at factor cost","2016","250 and over","Euro Thousand","662172.189455975"
"Gross value added at factor cost","2017","0 - 9","Euro Thousand","5384964.47781836"
"Gross value added at factor cost","2017","10 - 49","Euro Thousand","2135372.52485819"
"Gross value added at factor cost","2017","50 - 249","Euro Thousand","895568.503476252"
"Gross value added at factor cost","2017","250 and over","Euro Thousand","810730.929443964"
"Gross value added at factor cost","2018","0 - 9","Euro Thousand","5795964.68192736"
"Gross value added at factor cost","2018","10 - 49","Euro Thousand","2463671.67143971"
"Gross value added at factor cost","2018","50 - 249","Euro Thousand","1176540.214776"
"Gross value added at factor cost","2018","250 and over","Euro Thousand","1240772.33988471"
"Gross value added at factor cost","2019","0 - 9","Euro Thousand","6013315"
"Gross value added at factor cost","2019","10 - 49","Euro Thousand","2272098"
"Gross value added at factor cost","2019","50 - 249","Euro Thousand","1434336"
"Gross value added at factor cost","2019","250 and over","Euro Thousand","1456441"
